Prowess company name,Short name,NIC code,Incorporation year,NSE symbol
STAR DELTA TRANSFORMERS LTD.,NA,27102,1977,NA
M S R INDIA LTD.,NA,41001,2002,NA
STAR PAPER MILLS LTD.,NA,17013,1936,STARPAPER
NARBADA GEMS & JEWELLERY LTD.,NA,32111,1992,NA
STARLITE COMPONENTS LTD.,STARLITE COMPONENTS,46909,1991,NA
PERVASIVE COMMODITIES LTD.,STARVOX,47,1986,NA
STATE BANK OF INDIA,SBI,64191,1955,SBIN
STATE TRADING CORPN. OF INDIA LTD.,STC,77,1956,STCINDIA
STEEL AUTHORITY OF INDIA LTD.,SAIL,24105,1973,SAIL
STEEL CITY SECURITIES LTD.,NA,649,1995,STEELCITY
STEEL STRIPS INFRASTRUCTURES LTD.,NA,46909,1973,NA
STEEL STRIPS WHEELS LTD.,NA,29301,1985,SSWL
STEELCAST LTD.,STEELCAST,24319,1972,STEELCAS
STEELCO GUJARAT LTD.,NA,77,1989,STEELCOGUJ
STELLAR CAPITAL SERVICES LTD.,NA,64990,1994,NA
TRITON CORP LTD.,TRITON CORP,64191,1990,NA
STEP TWO CORPN. LTD.,NA,64300,1994,NA
STERLING GREEN WOODS LTD.,STERLING GREEN WOODS,55101,1992,NA
TRUSTWAVE SECURITIES LTD.,NA,66190,1983,NA
TEJASSVI AAHARAM LTD.,STERLING SPINNERS,46909,1994,NA
STERLING POWERGENSYS LTD.,SSL,46593,1984,NA
STERLING TOOLS LTD.,STERLING TOOLS,25991,1979,STERTOOLS
STERLITE TECHNOLOGIES LTD.,NA,27320,2000,STLTECH
B & B REALTY LTD.,NA,41001,1983,NA
STEWARTS & LLOYDS OF INDIA LTD.,NA,42209,1937,NA
B S E LTD.,NA,64191,2005,BSE
STOVEC INDUSTRIES LTD.,STOVEC,28293,1973,NA
VARDHMAN CONCRETE LTD.,STRESSCRETE INDIA,64191,1982,NA
STRIDES PHARMA SCIENCE LTD.,STRIDES ARCOLAB,21002,1990,STAR
STURDY INDUSTRIES LTD.,STURDY INDS.,22209,1989,NA
WINSOME DIAMONDS & JEWELLERY LTD.,NA,64191,1985,WINSOMEDJ
SUBEX LTD.,SUBEX AZURE,62013,1994,SUBEXLTD
S P M L INFRA LTD.,NA,42909,1981,SPMLINFRA
SUBHASH SILK MILLS LTD.,NA,52109,1970,NA
AUTHUM INVESTMENT & INFRASTRUCTURE LTD.,NA,64300,1982,AIIL
FUTURE CONSUMER LTD.,NA,64191,1996,FCONSUMER
SUBROS LTD.,NA,29209,1985,SUBROS
INDUS FINANCE LTD.,NA,64990,1992,NA
INFRONICS SYSTEMS LTD.,SUCHINFOTECH,62013,2000,NA
SANGAM FINSERV LTD.,NA,64990,1981,NA
SUDAL INDUSTRIES LTD.,SUDAL INDS.,24202,1979,NA
SUDARSHAN CHEMICAL INDS. LTD.,NA,20114,1951,SUDARSCHEM
I I R M HOLDINGS INDIA LTD.,NA,70200,1992,NA
SUDITI INDUSTRIES LTD.,NA,13131,1991,SUDITIND
SUGAL & DAMANI SHARE BROKERS LTD.,NA,649,1993,NA
SUJALA TRADING & HOLDINGS LTD.,NA,64990,1981,NA
SUKHJIT STARCH & CHEMICALS LTD.,7,11049,1944,SUKHJITS
SULABH ENGINEERS & SERVICES LTD.,NA,64990,1983,NA
SUMEDHA FISCAL SERVICES LTD.,SUMEDHA FISCAL,64300,1989,NA
SUMEET INDUSTRIES LTD.,SUMEET INDS.,20203,1988,SUMEETINDS
SUMERU INDUSTRIES LTD.,SUMERU INDS.,64300,1994,NA
SUMITOMO CHEMICAL INDIA LTD.,NA,20211,2000,SUMICHEM
HIT KIT GLOBAL SOLUTIONS LTD.,NA,47212,1988,NA
SUN GRANITE EXPORT LTD.,SUN GRANITE EXPORTS,8102,1991,NA
SUN PHARMACEUTICAL INDS. LTD.,SUN PHARMACEUTICAL,21002,1993,SUNPHARMA
SUN T V NETWORK LTD.,SUN T V NETWORK,6020,1985,SUNTV
SUNCITY SYNTHETICS LTD.,NA,20301,1988,NA
SUNDARAM BRAKE LININGS LTD.,NA,29301,1974,SUNDRMBRAK
SUNDARAM FINANCE LTD.,SUNDARAM FINANCE,64920,1954,SUNDARMFIN
SUNDARAM FINANCE HOLDINGS LTD.,NA,64300,1993,SUNDARMHLD
SUNDARAM MULTI PAP LTD.,SUNDARAM MULTI,17099,1995,SUNDARAM
T V S HOLDINGS LTD.,NA,34,1962,TVSHLTD
SUNDRAM FASTENERS LTD.,SUNDRAM FASTENERS,2930,1962,SUNDRMFAST
SUNFLAG IRON & STEEL CO. LTD.,NA,24109,1984,SUNFLAG
SUNGOLD CAPITAL LTD.,SUNGOLD CAPITAL,64990,1993,NA
SUNIL AGRO FOODS LTD.,NA,10611,1988,NA
SUNIL INDUSTRIES LTD.,SUNIL INDS.,13121,1976,NA
SUNIL HEALTHCARE LTD.,SUNIL HEALTHCARE,21009,1973,NA
SUNITA TOOLS LTD.,SUNITA TOOLS,24103,1988,NA
ZENOTECH LABORATORIES LTD.,ZLL,21002,1989,NA
SUNRAJ DIAMOND EXPORTS LTD.,NA,46697,1990,NA
SUNRISE INDUSTRIAL TRADERS LTD.,NA,64300,1972,NA
SUNSHIELD CHEMICALS LTD.,NA,20,1986,NA
SUNSHINE CAPITAL LTD.,SUNSHINE CAPITAL,64990,1994,NA
SUPER BAKERS (INDIA) LTD.,NA,77,1994,NA
SUPER CROP SAFE LTD.,SUPER CROP SAFE,2021,1987,NA
SUPER SALES INDIA LTD.,SUPER SALES INDIA,13111,1981,SUPER
SUPER SPINNING MILLS LTD.,SUPER SPG. MILLS,77,1962,SUPERSPIN
SUPER SYNCOTEX (INDIA) LTD.,SUPER SYNCOTEX,46411,1981,NA
SUPER TANNERY LTD.,NA,15201,1984,NA
SUMUKA AGRO INDS. LTD.,SUPERB PAPERS,472,1989,NA
SUPERHOUSE LTD., ,15209,1980,SUPERHOUSE
SUPERIOR FINLEASE LTD.,SUPERIOR FINLEASE,64191,1994,NA
SUPERIOR INDUSTRIAL ENTERPRISES LTD.,SUPERIOR VANASPATI,17029,1991,NA
S D F INDUSTRIES LTD.,S D F INDS.,11011,1990,NA
SUPERTEX INDUSTRIES LTD.,SUPERTEX INDS.,46411,1986,NA
SUPRA PACIFIC FINANCIAL SERVICES LTD.,NA,64990,1986,NA
SUPRAJIT ENGINEERING LTD.,SUPRAJIT ENGG.,29209,1985,SUPRAJIT
SUPREME (INDIA) IMPEX LTD.,NA,13121,1995,SIIL
SUPREME INFRASTRUCTURE INDIA LTD.,NA,42101,1983,SUPREMEINF
SUPREME ENGINEERING LTD.,SUPREME HEATREATERS,25999,1987,SUPREMEENG
SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.,NA,41001,1982,NA
SUPREME INDUSTRIES LTD.,NA,22209,1942,SUPREMEIND
SUPREME PETROCHEM LTD.,NA,20131,1989,SPLPETRO
SURAJ INDUSTRIES LTD.,SURAJ INDS.,46305,1992,NA
SURAJ PRODUCTS LTD.,SURAJ PRODUCTS,24105,1991,NA
SURAJ LTD.,NA,24311,1994,SURAJLTD
SHRI GANG INDS. & ALLIED PRODUCTS LTD.,SURAJ VANASPATI,11049,1989,NA
P M TELELINNKS LTD.,P M TELELINNKS,46909,1980,NA
SURANA TELECOM & POWER LTD.,SURANA TELECOM,34,1989,SURANAT&P
SURAT TRADE & MERCANTILE LTD.,SURAT TEXTILE MILLS,46909,1945,NA
SURBHI INDUSTRIES LTD.,SURBHI INDS.,20203,1992,NA
VISHNUSURYA PROJECTS & INFRA LTD.,NA,8106,1996,VISHNUINFR
TIRUPATI FINCORP LTD.,SURYA GLOBEFIN,64990,1982,NA
SURYA INDIA LTD.,NA,77,1985,NA
EQUILATERAL ENTERPRISES LTD.,SURYA INDL. CORPN.,46498,1988,NA
SUERYAA KNITWEAR LTD.,SUERYAA KNITWEAR,46411,1995,NA
NECTAR LIFESCIENCES LTD.,NECLIFE,2100,1995,NECLIFE
SURYA ROSHNI LTD.,NA,2410,1973,SURYAROSNI
SURYACHAKRA POWER CORPN. LTD.,NA,35106,1995,NA
SAPAN CHEMICALS LTD.,NA,64300,1995,NA
RAJVI LOGITRADE LTD.,SURYAKRUPA FINANCE,49231,1986,NA
SURYALAKSHMI COTTON MILLS LTD.,NA,1312,1962,SURYALAXMI
SURYALATA SPINNING MILLS LTD.,SURYALATA SPG. MILLS,13111,1983,NA
SURYAVANSHI SPINNING MILLS LTD.,NA,13111,1978,SURYVANSPG
SURYO FOODS & INDS. LTD.,NA,77,1989,NA
S I L INVESTMENTS LTD.,NA,64300,1934,SILINV
KEERTHI INDUSTRIES LTD.,NA,23941,1982,NA
SUVEN LIFE SCIENCES LTD.,NA,64191,1989,SUVEN
SUYOG TELEMATICS LTD.,SUYOG TELEMATICS,61209,1995,SUYOG
SUZLON ENERGY LTD.,SUZLON ENERGY,28110,1995,SUZLON
KUSH INDUSTRIES LTD.,S N S TEXTILES,34,1992,SUZLONFIBR
SVAM SOFTWARE LTD.,NA,47411,1992,NA
SVARAJ TRADING & AGENCIES LTD.,NA,64300,1980,NA
SVARNIM TRADE UDYOG LTD.,SVARNIM TRADE UDYOG,46411,1982,NA
SWADESHI INDUSTRIES & LEASING LTD.,NA,46411,1983,NA
SWADESHI POLYTEX LTD.,SWADESHI POLYTEX,41001,1970,NA
SWAGTAM TRADING & SERVICES LTD.,NA,46498,1984,NA
SWAN ENERGY LTD.,NA,13121,1909,SWANENERGY
S A L AUTOMOTIVE LTD.,SWARAJ AUTOMOTIVES,28219,1974,NA
SWARAJ ENGINES LTD.,strar,28110,1985,SWARAJENG
S M L ISUZU LTD.,NA,29102,1983,SMLISUZU
SWARNA SECURITIES LTD.,NA,77,1990,NA
GLOBE TEXTILES (INDIA) LTD.,NA,13,1995,GLOBE
SWASTI VINAYAKA SYNTHETICS LTD.,NA,13121,1981,NA
INDRA INDUSTRIES LTD.,NA,20129,1984,NA
SWASTIK PIPE LTD.,SWASTIK PIPES,24311,1973,SWASTIK
SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,NA,64300,1940,NA
SWASTIKA INVESTMART LTD.,NA,64191,1992,NA
SWATI PROJECTS LTD.,SWATI PROJECTS,64990,1983,NA
H L E GLASCOAT LTD.,NA,25133,1991,HLEGLAS
SWITCHING TECHNOLOGIES GUNTHER LTD.,NA,27331,1988,NA
SWOJAS FOODS LTD.,SWOJAS ENERGY FOODS,46209,1993,NA
PRAVEG LTD.,NA,82300,1995,NA
SYBLY INDUSTRIES LTD.,SYBLY INDS.,46411,1988,NA
SYMBIOX INVESTMENT & TRDG. CO. LTD.,NA,46411,1979,NA
SYMPHONY LTD.,SYMPHONY COMFORT,46593,1988,SYMPHONY
SYNCOM FORMULATIONS (INDIA) LTD.,NA,21002,1988,SYNCOMF
MULTIBASE INDIA LTD.,NA,20131,1991,NA
SYNGENE INTERNATIONAL LTD.,SYNGENE INTL.,21001,1993,SYNGENE
SYNTHIKO FOILS LTD.,SYNTHIKO FOILS,24202,1984,NA
SYSTEMATIX CORPORATE SERVICES LTD.,NA,66190,1985,NA
SYSTEMATIX SECURITIES LTD.,NA,64191,1986,NA
T & I GLOBAL LTD.,NA,46599,1991,NA
MARKSANS PHARMA LTD.,MARKSANS PHARMA,21009,1992,MARKSANS
T C F C FINANCE LTD.,T C F C FINANCE,64300,1990,NA
T C I INDUSTRIES LTD.,NA,41001,1965,TRANSCORP
T C M LTD.,NA,34,1943,NA
T D POWER SYSTEMS LTD.,T D POWER SYSTEMS,27101,1999,TDPOWERSYS
T I L LTD.,T I L,28162,1974,TIL
T M T (INDIA) LTD.,TMT INDIA,42909,1976,TMTINDIA
T P I INDIA LTD.,T P I INDIA,22203,1982,TPINDIA
AVASARA FINANCE LTD.,NA,66190,1994,NA
T R F LTD.,T R F,46909,1962,TRF
T T K HEALTHCARE LTD.,NA,46497,1958,TTKHLTCARE
T T K PRESTIGE LTD.,T T K PRESTIGE,27504,1955,TTKPRESTIG
T T LTD.,NA,13111,1978,TTL
T V S ELECTRONICS LTD.,NA,46909,1995,TVSELECT
T V S MOTOR CO. LTD.,NA,30911,1992,TVSMOTOR
T V S SRICHAKRA LTD.,T V S SRICHAKRA,22119,1982,TVSSRICHAK
T V TODAY NETWORK LTD.,T V TODAY NETWORK,6020,1999,TVTODAY
UNIVERSAL ARTS LTD.,NA,59111,1995,NA
TAI INDUSTRIES LTD.,NA,46620,1983,NA
TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.,NA,46909,1985,TAINWALCHM
T P L PLASTECH LTD.,T P L PLASTECH,22208,1992,TPLPLASTEH
TAJ G V K HOTELS & RESORTS LTD.,NA,55101,1995,TAJGVK
MANGAL CREDIT & FINCORP LTD.,NA,64990,1961,MANCREDIT
TALBROS AUTOMOTIVE COMPONENTS LTD.,NA,29301,1956,TALBROAUTO
TALBROS ENGINEERING LTD.,TALBROS ENGG.,29301,1986,NA
TAMIL NADU NEWSPRINT & PAPERS LTD.,TNPL,17093,1979,TNPL
TAMILNAD MERCANTILE BANK LTD.,TMB,64191,1921,TMB
TAMILNADU PETROPRODUCTS LTD.,NA,20119,1984,TNPETRO
TAMILNADU STEEL TUBES LTD.,NA,24311,1979,NA
TAMILNADU TELECOMMUNICATIONS LTD.,NA,64191,1988,TNTELE
TANEJA AEROSPACE & AVIATION LTD.,NA,77,1988,TANEJAERO
TANFAC INDUSTRIES LTD.,NA,20119,1972,TANFACIND
TANLA PLATFORMS LTD.,TANLA SOLUTIONS,62013,1995,TANLA
G P T INFRAPROJECTS LTD.,NA,42909,1980,GPTINFRA
TANTIA CONSTRUCTIONS LTD.,TANTIA CONSTRUCTIONS,42101,1964,TCLCONS
TAPARIA TOOLS LTD.,TAPARIA,46620,1965,NA
TARAI FOODS LTD.,NA,1136,1990,NA
TARAPUR TRANSFORMERS LTD.,TARAPUR TRANSFORMERS,64191,1988,TARAPUR
S P V GLOBAL TRDG. LTD.,TARRIF CINE FINANCE,46620,1985,NA
TARSONS PRODUCTS LTD.,TARSONS PRODUCTS,222,1983,TARSONS
INERTIA STEEL LTD.,INERTIA STEEL,46620,1984,NA
TASHI INDIA LTD.,NA,64300,1985,NA
TASTY BITE EATABLES LTD.,TASTY BITE,10799,1985,TASTYBITE
TATA CHEMICALS LTD.,TATA CHEM,34,1939,TATACHEM
TATA ELXSI LTD.,TATA ELXSI,62013,1989,TATAELXSI
TATA MOTORS LTD.,TATA MOTORS,29102,1945,TATAMOTORS
HONEYWELL AUTOMATION INDIA LTD.,HONEYWELL AUTOMATION,26517,1984,HONAUT
INFOMEDIA PRESS LTD.,INFOMEDIA INDIA,58132,1955,INFOMEDIA
TATA INVESTMENT CORPN. LTD.,NA,64300,1937,TATAINVEST
TATA STEEL LTD.,TATA STEEL,24105,1907,TATASTEEL
TATA POWER CO. LTD.,TATA POWER CO.,35103,1919,TATAPOWER
TATA CONSUMER PRODUCTS LTD.,TATA TEA,10791,1962,TATACONSUM
TATA TECHNOLOGIES LTD.,TATA TECHNOLOGIES,62013,1994,TATATECH
BLACK BOX LTD.,AVAYA,46909,1986,BBOX
TAYO ROLLS LTD.,TAYO ROLLS,64191,1968,TATAYODOGA
KREON FINNANCIAL SERVICES LTD.,NA,64191,1994,NA
TATIA GLOBAL VENNTURE LTD.,NA,64191,1994,NA
TATVA CHINTAN PHARMA CHEM LTD.,NA,20119,1996,TATVA
T C I FINANCE LTD.,T C I FINANCE,64300,1973,TCIFINANCE
VIRTUAL GLOBAL EDUCATION LTD.,NA,64191,1993,NA
TECHNOCRAFT INDUSTRIES (INDIA) LTD.,NA,34,1992,TIIL
TECHNOFAB ENGINEERING LTD.,TECHNOFAB ENGG.,25999,1971,TECHNOFAB
TECHNOJET CONSULTANTS LTD.,TECHNOJET CONSULT.,64300,1982,NA
TECIL CHEMICALS & HYDRO POWER LTD.,NA,64191,1945,TECILCHEM
TEESTA AGRO INDS. LTD.,NA,2012,1986,NA
TEGA INDUSTRIES LTD.,TEGA INDS.,22199,1976,TEGA
TEJAS NETWORKS LTD.,TEJAS NETWORKS INDIA,26302,2000,TEJASNET
RADHAGOBIND COMMERCIAL LTD.,NA,64990,1981,NA
AFFLE (INDIA) LTD.,TEJUS SECURITIES,73100,1994,AFFLE
HINDUJA GLOBAL SOLUTIONS LTD.,NA,63999,1995,HGS
TELEPHONE CABLES LTD.,TELEPHONE CABLES,64191,1983,TELEPHNCAB
PICTUREHOUSE MEDIA LTD.,NA,59113,2000,NA
GROARC INDUSTRIES INDIA LTD.,TELESYS SOFTWARE,47215,1992,NA
PATIDAR BUILDCON LTD.,TELSTAR LABORATORIES,46909,1989,NA
TERA SOFTWARE LTD.,NA,62013,1994,TERASOFT
TERAI TEA CO. LTD.,NA,46209,1973,NA
TEXEL INDUSTRIES LTD.,TEXEL INDS.,22203,1989,NA
TEXMACO INFRASTRUCTURE & HOLDINGS LTD.,TEXMACO,64191,1939,TEXINFRA
TEXMACO RAIL & ENGG. LTD.,NA,30202,1998,TEXRAIL
THACKER & CO. LTD.,THACKER & CO.,77,1878,NA
THAKKERS DEVELOPERS LTD.,THAKKERS DEVELOPERS,41001,1987,NA
THANGAMAYIL JEWELLERY LTD.,NA,32111,2000,THANGAMAYL
THEJO ENGINEERING LTD.,THEJO ENGG. SERVICES,71100,1986,THEJO
THEMIS MEDICARE LTD.,THEMIS MEDICARE,2100,1969,THEMISMED
THERMAX LTD.,NA,25131,1980,THERMAX
EXPLEO SOLUTIONS LTD.,NA,62013,1998,EXPLEOSOL
THIRANI PROJECTS LTD.,THIRANI PROJECTS,64990,1983,NA
THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,NA,46103,1989,NA
THIRUMALAI CHEMICALS LTD.,THIRUMALAI CHEMICALS,20119,1972,TIRUMALCHM
THOMAS COOK (INDIA) LTD.,THOMAS COOK,79120,1978,THOMASCOOK
THREE M PAPER BOARDS LTD.,NA,17016,1989,NA
NIYOGIN FINTECH LTD.,NA,64990,1988,NA
VEEDOL CORPORATION LTD.,TWOCI,19201,1921,VEEDOL
TIGER LOGISTICS (INDIA) LTD.,NA,52219,2000,NA
TILAK VENTURES LTD.,NA,64300,1980,NA
TILAKNAGAR INDUSTRIES LTD.,TILAKNAGAR INDS.,11011,1933,TI
TIME TECHNOPLAST LTD.,TIME TECHNOPLAST,22208,1989,TIMETECHNO
TIMES GUARANTY LTD.,NA,64300,1989,TIMESGTY
TIMEX GROUP INDIA LTD.,NA,26521,1988,TIMEXWATCH
TIMKEN INDIA LTD.,NA,28140,1996,TIMKEN
TINNA RUBBER & INFRASTRUCTURE LTD.,TINNA OVERSEAS,22199,1987,NA
TIPS MUSIC LTD.,TIPS INDS.,46909,1996,TIPSMUSIC
TIRTH PLASTIC LTD.,NA,64191,1986,NA
SOURCE INDUSTRIES (INDIA) LTD.,NA,42909,1984,NA
TIRUPATI FIN-LEASE LTD.,TIRUPATI FIN-LEASE,64300,1993,NA
TIRUPATI FOAM LTD.,NA,22199,1986,NA
TIRUPATI INDUSTRIES (INDIA) LTD.,NA,20119,1973,NA
TIRUPATI SARJAN LTD.,TIRUPATI SARJAN,41001,1995,NA
TIRUPATI STARCH & CHEMICALS LTD.,NA,10621,1985,NA
TIRUPATI TYRES LTD.,TIRUPATI TYRES,46694,1988,NA
TITAGARH RAIL SYSTEMS LTD.,TITAGARH WAGONS,30202,1997,TITAGARH
TITAN BIOTECH LTD.,NA,20295,1992,NA
TITAN COMPANY LTD.,NA,32111,1984,TITAN
TITAN SECURITIES LTD.,TSL,64300,1993,NA
DE NORA INDIA LTD.,NA,46909,1989,DENORA
TIVOLI CONSTRUCTION LTD.,TIVOLI CONST.,64300,1985,NA
ERAAYA LIFESPACES LTD.,TOBU ENTERPRISES,47990,1967,NA
MADHUVEER COM 18 NETWORK LTD.,TOHEAL PHARMACHEM,82300,1995,NA
TOKYO FINANCE LTD.,NA,64990,1994,NA
TOKYO PLAST INTL. LTD.,TOKYO PLAST INTL.,22209,1992,TOKYOPLAST
TOP TELEMEDIA LTD.,TOP TELEMEDIA,64191,1995,NA
TORRENT PHARMACEUTICALS LTD.,TORRENT PHARMA,21002,1972,TORNTPHARM
TOTAL TRANSPORT SYSTEMS LTD.,NA,52219,1995,TOTAL
TOURISM FINANCE CORPN. OF INDIA LTD.,NA,66190,1989,TFCILTD
SHRADDHA PRIME PROJECTS LTD.,TOWA SOKKI,41001,1993,NA
TRADE-WINGS LTD.,TRADE-WINGS,79120,1949,NA
LAST MILE ENTERPRISES LTD.,NA,64191,1994,NA
TRANS FREIGHT CONTAINERS LTD.,NA,64300,1974,TRANSFREIT
TRANSWARRANTY FINANCE LTD.,NA,64990,1994,TFL
TRANSCHEM LTD.,NA,64300,1976,TRANSCHEM
TRANSFORMERS & RECTIFIERS (INDIA) LTD.,NA,27102,1994,TARIL
TRANSGENE BIOTEK LTD.,TRANSGENE BIOTEK,72,1990,NA
TRANSGLOBE FOODS LTD.,TRANSGLOBE FOODS,46109,1986,NA
ACCEL LTD.,NA,62013,1986,NA
MEGH MAYUR INFRA LTD.,NA,649,1981,NA
OPTIMUS FINANCE LTD.,NA,64990,1991,NA
TRANSPEK INDUSTRY LTD.,TRANSPEK INDUSTRY,20119,1965,TRANSPEK
TRANSPORT CORPORATION OF INDIA LTD.,NA,5224,1995,TCI
TRANSTEEL SEATING TECHNOLOGIES LTD.,NA,25999,1995,TRANSTEEL
TRANSWIND INFRASTRUCTURES LTD.,NA,42909,1997,TRANSWIND
STERLING INTERNATIONAL ENTERPRISES LTD.,TRANSWORLD INFOTECH,43122,1984,NA
TRAVELS & RENTALS LTD.,TRAVELS & RENTALS,79110,1996,NA
VANDANA KNITWEAR LTD.,NA,46411,1995,NA
TRENT LTD.,TRENT,47711,1952,TRENT
I O L CHEMICALS & PHARMACEUTICALS LTD.,NA,21002,1986,IOLCP
TRIDENT TECHLABS LTD.,TRIDENT TECHLABS,62013,2000,TECHLABS
TRIGYN TECHNOLOGIES LTD.,TRIGYN TECHNOLOGIES,62013,1986,TRIGYN
ABATE A S INDS. LTD.,TRIJAL INDS.,46909,1991,NA
TRIMURTHI LTD.,NA,64191,1994,NA
TRIOCHEM PRODUCTS LTD.,NA,46909,1972,NA
TRISHAKTI INDUSTRIES LTD.,NA,34,1985,NA
TRITON VALVES LTD.,NA,2811,1975,NA
TRIUMPH INTERNATIONAL FINANCE INDIA LTD.,NA,64300,1985,NA
TRIVENI ENGINEERING & INDS. LTD.,NA,10721,1932,TRIVENI
TRIVENI ENTERPRISES LTD.,TRIVENI ENTERPRISES,64191,1984,NA
TRIVENI GLASS LTD.,NA,64191,1971,TRIVENSHET
TRIVENI TURBINE LTD.,TRIVENI SRI,28110,1995,TRITURBINE
T T L ENTERPRISES LTD.,TRUPTI TWISTERS,46101,1988,NA
CHOLAMANDALAM FINANCIAL HOLDINGS LTD.,regi,64300,1949,CHOLAHLDNG
TULSYAN N E C LTD.,TULSYAN N E C,24105,1947,TULSYAN
MODULEX CONSTRUCTION TECHNOLOGIES LTD.,NA,64191,1973,NA
TUNI TEXTILE MILLS LTD.,TUNI TEXTILE MILLS,46411,1987,NA
GENOMIC VALLEY BIOTECH LTD.,NA,1193,1994,NA
TUTICORIN ALKALI CHEMICALS & FERTILIZERS LTD.,NA,20119,1971,TUTICORALK
T C P L PACKAGING LTD.,TCPL,22209,1987,TCPLPACK
TWENTYFIRST CENTURY MGMT. SERVICES LTD.,NA,64300,1986,21STCENMGM
TWIN ROSES TRADES & AGENCIES LTD.,NA,64300,1985,NA
TWINSTAR INDUSTRIES LTD.,NA,47,1994,NA
T T I ENTERPRISE LTD.,eeeee,64990,1981,NA
TYPHOON FINANCIAL SERVICES LTD.,.,64990,1990,NA
TYROON TEA CO. LTD.,TYROON TEA CO.,10791,1890,NA
U F M INDUSTRIES LTD.,NA,10611,1986,NA
UMA CONVERTER LTD.,U M A CONVERTER,22209,1999,UMA
U P HOTELS LTD.,NA,55101,1961,NA
AXIS BANK LTD.,AXIS BANK,64191,1993,AXISBANK
UCAL LTD.,UCAL FUEL SYSTEMS,2930,1985,UCAL
UCO BANK,UCO,64191,1943,UCOBANK
UGAR SUGAR WORKS LTD.,UGAR SUGAR,34,1939,UGARSUGAR
ULTRAMARINE & PIGMENTS LTD.,NA,20112,1960,ULTRMARINE
UMA EXPORTS LTD.,UMA EXPORTS,46201,1988,UMAEXPORTS
CIAN AGRO INDS. & INFRASTRUCTURE LTD.,NA,46101,1985,NA
UNI ABEX ALLOY PRODUCTS LTD.,NA,24319,1972,NA
HIGH STREET FILATEX LTD.,NA,46209,1994,NA
FILATEX FASHIONS LTD.,UNI-SOCKS (INDIA),13911,1994,FILATFASH
UNI-METAL ALLOYS LTD.,UNI-METAL ALLOYS,649,1983,NA
U T L INDUSTRIES LTD.,UNI-TUBES,63999,1989,NA
UNICHEM LABORATORIES LTD.,UNICHEM LABORATORIES,21002,1962,UNICHEMLAB
UNICK FIX-A-FORM & PRINTERS LTD.,NA,17099,1993,NA
UNIJOLLY INVESTMENTS CO. LTD.,NA,64300,1981,NA
MANBRO INDUSTRIES LTD.,NA,46209,1992,NA
UNION BANK OF INDIA,UBI,64191,1919,UNIONBANK
UNION BEARINGS (INDIA) LTD.,UBIL,46102,1986,NA
UNION QUALITY PLASTICS LTD.,NA,22203,1984,NA
UNIPARTS INDIA LTD.,UNIPARTS INDIA,2930,1994,UNIPARTS
UNIPLY INDUSTRIES LTD.,UNIPLY INDS.,42909,1996,UNIPLY
UNIQUE ORGANICS LTD.,NA,46101,1993,NA
CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.,NA,64300,1999,CTE
UNIROYAL MARINE EXPORTS LTD.,NA,10204,1992,NA
UNIROYAL INDUSTRIES LTD.,UNIROYAL INDS.,13999,1993,NA
UNISON METALS LTD.,UNISON METALS,34,1990,NA
UNISTAR MULTIMEDIA LTD.,UNISTAR MULTIMEDIA,59111,1991,NA
UNITECH LTD.,UNITECH,41001,1971,UNITECH
UNITED CREDIT LTD.,NA,64990,1970,NA
UNITED DRILLING TOOLS LTD.,NA,28221,1985,UNIDT
UNITED HEAT TRANSFER LTD.,NA,28299,1995,UHTL
UNITED LEASING & INDS. LTD.,ULIL,13991,1983,NA
UNITED NILGIRI TEA ESTATES CO. LTD.,NA,10791,1922,UNITEDTEA
UNIPHOS ENTERPRISES LTD.,NA,46691,1969,UNIENTER
UNITED TEXTILES LTD.,UNITED TEXTILES,13111,1993,NA
UNITED VAN DER HORST LTD.,UDVHL,95299,1987,NA
UNITY INFRAPROJECTS LTD.,NA,42909,1997,UNITY
UNIVERSAL CABLES LTD.,UNIVERSAL CABLES,27320,1945,UNIVCABLES
UNIVERSAL STARCH-CHEM ALLIED LTD.,NA,10621,1973,NA
UNIWORTH INTERNATIONAL LTD.,NA,47510,1992,UNIWORTINT
UNIWORTH LTD.,UNIWORTH,64191,1988,WOOLWORTH
INDOWORTH HOLDINGS LTD.,UNIWORTH SECURITIES,46103,1985,NA
UNJHA FORMULATIONS LTD.,NA,2100,1994,NA
AASTAMANGALAM FINANCE LTD.,NA,64990,1985,NA
UPSURGE INVESTMENT & FINANCE LTD.,NA,64300,1994,NA
USHA MARTIN LTD.,USHA MARTIN,24108,1986,USHAMART
ESPIRE HOSPITALITY LTD.,NA,55101,1991,NA
USHA MARTIN EDUCATION & SOLUTIONS LTD.,NA,85,1997,UMESLTD
USHAKIRAN FINANCE LTD.,NA,64300,1986,NA
USHDEV INTERNATIONAL LTD.,USHDEV INTL.,35106,1994,USHDEVINT
ASPIRA PATHLAB & DIAGNOSTICS LTD.,UTKAL SOAP PRODUCTS,86100,1973,NA
UTTAM SUGAR MILLS LTD.,USML,10721,1993,UTTAMSUGAR
U S G TECH SOLUTIONS LTD.,NA,64300,1999,NA
